nct_id,title,study_type,phase,status,sponsor,classification,classification_reason
NCT04736043,Development of a Prediction Platform for Adjuvant Treatment and Prognosis in Resected Pancreatic Cancer Using Organoid,OBSERVATIONAL,Unknown,UNKNOWN,Samsung Medical Center,biomarker,Biomarker or molecular study
NCT04752696,"Onvansertib in Combination With Nanoliposomal Irinotecan, Leucovorin, and Fluorouracil for Second-Line Treatment of Participants With Metastatic Pancreatic Ductal Adenocarcinoma",INTERVENTIONAL,PHASE2,COMPLETED,Cardiff Oncology,therapeutic,Interventional study
NCT04765410,The Impact Of Tissue Micro-RNA Profile From EUS-FNA In Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,UNKNOWN,Carol Davila University of Medicine and Pharmacy,biomarker,Biomarker or molecular study
NCT04777604,Development of a Prediction Platform for Neoadjuvant Treatment and Prognosis in Pancreatic Cancer Using Organoid,OBSERVATIONAL,Unknown,UNKNOWN,Samsung Medical Center,biomarker,Biomarker or molecular study
NCT04787991,Exploratory Platform Trial to Evaluate Immunotherapy Combinations With Chemotherapy for the Treatment of Patients With Previously Untreated Metastatic Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE1,COMPLETED,"Cancer Insight, LLC",therapeutic,Interventional study
NCT04789486,Nano-SMART: Nanoparticles With MR Guided SBRT in Centrally Located Lung Tumors and Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,Dana-Farber Cancer Institute,therapeutic,Interventional study
NCT04789980,Good Choice of pALliative Chemotherapy to Patient With Pancreatic Cancer ; GemcitAbine Therapy vs FOLFORINOX therapY,OBSERVATIONAL,Unknown,COMPLETED,"Boryung Pharmaceutical Co., Ltd",other,Does not match therapeutic or biomarker criteria
NCT04793633,Evaluating LINFU™: A Noninvasive Method for Collecting Pancreatic Cells for the Early Detection of Pancreatic Cancer,OBSERVATIONAL,Unknown,ENROLLING_BY_INVITATION,"Adenocyte, LLC",biomarker,Biomarker or molecular study
NCT04796948,A Study of Irinotecan Liposome in Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Jiangsu HengRui Medicine Co., Ltd.",therapeutic,Interventional study
NCT04814485,Efficacy and Safety of SHR-1020 Combined With Albumin-bound Paclitaxel in the Second-line Treatment of Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,Tianjin Medical University Cancer Institute and Hospital,therapeutic,Interventional study
NCT04820179,"Atezolizumab + Cabozantinib in Patients w/ Metastatic, Refractory Pancreatic Cancer",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,University of Arizona,therapeutic,Interventional study
NCT04821219,Personalized Management of Pancreatic Adenocarcinoma Using Patient-Derived Tumoroids,INTERVENTIONAL,NA,WITHDRAWN,Mayo Clinic,therapeutic,Interventional study
NCT04821284,Sonoporation and Chemotherapy for the Treatment of Pancreatic Cancer,INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,Flemming Forsberg,therapeutic,Interventional study
NCT04834505,To Differentiate Focal Autoimmune Pancreatitis From Pancreatic Cancer by Endoscopic Ultrasound,OBSERVATIONAL,Unknown,COMPLETED,Peking Union Medical College Hospital,other,Does not match therapeutic or biomarker criteria
NCT04837118,"Resistance Training Intervention to Improve Physical Function in Patients With Pancreatic Cancer Receiving Combination Chemotherapy or Have Undergone Surgery, PancStrength Study",INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT04837833,An Ultrasound Imaging Technique to Measure Tumors in People With Pancreatic Ductal Adenocarcinoma (PDAC) or Gastrointestinal (GI) Adenocarcinoma,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,therapeutic,Interventional study
NCT04844970,Anamorelin Study for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,Lahey Clinic,therapeutic,Interventional study
NCT04858009,Hyperthermic Intraperitoneal Chemotherapy for the Treatment of Pancreatic Cancer and Peritoneal Metastasis,INTERVENTIONAL,PHASE2,RECRUITING,Mayo Clinic,therapeutic,Interventional study
NCT04883775,Study of a New Technique for Imaging Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Memorial Sloan Kettering Cancer Center,therapeutic,Interventional study
NCT04887805,Lenvatinib and Pembrolizumab Maintenance Therapy for the Treatment of Patients of Advanced Unresectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,City of Hope Medical Center,therapeutic,Interventional study
NCT04894643,"Preoperative, Proton- Radiotherapy Combined With Chemotherapy for Borderline Resectable Pancreatic Cancer",INTERVENTIONAL,NA,RECRUITING,EBG MedAustron GmbH,therapeutic,Interventional study
NCT04902352,The DISSECT Study: Effect of Peri-aDventItial SMA diSsECtion on Margin sTatus During Pancreaticoduodenectomy for Resectable Pancreatic Cancer,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,University Hospital Birmingham NHS Foundation Trust,therapeutic,Interventional study
NCT04930991,High Dose Omeprazole in Patients With Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,University of Oklahoma,therapeutic,Interventional study
NCT04931381,Organoid-Guided Chemotherapy for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,UNKNOWN,Changhai Hospital,therapeutic,Interventional study
NCT04940286,"Gemcitabine, Nab-paclitaxel, Durvalumab, and Oleclumab Before Surgery for the Treatment of in Resectable/Borderline Resectable Primary Pancreatic Cancer",INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT04953962,Study of CBP501/Cisplatin/Nivolumab Combinations in Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,CanBas Co. Ltd.,therapeutic,Interventional study
NCT04966143,Clinical Study of LY011 in the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,UNKNOWN,"Shanghai Longyao Biotechnology Inc., Ltd.",therapeutic,Interventional study
NCT04969731,Safety and Efficacy of Immuncell-LC With Gemcitabine in Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE3,RECRUITING,GC Cell Corporation,therapeutic,Interventional study
NCT04975217,Fecal Microbial Transplants for the Treatment of Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT04975516,Standard of Care Chemotherapy With or Without Stereotactic Body Radiation Therapy for Oligometastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Mayo Clinic,therapeutic,Interventional study
NCT04977596,Related Studies of Imaging Features and Prognosis Between Pancreatic Neuroendocrine Tumors and Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,"Second Affiliated Hospital, School of Medicine, Zhejiang University",other,Does not match therapeutic or biomarker criteria
NCT04993846,Pancreatic Cancer and Oral Microbiome,OBSERVATIONAL,Unknown,UNKNOWN,Azienda Ospedaliera Universitaria Integrata Verona,other,Does not match therapeutic or biomarker criteria
NCT05013216,Mutant KRAS -Targeted Long Peptide Vaccine for Patients at High Risk of Developing Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,therapeutic,Interventional study
NCT05023291,Peroperative Assessment of Tumour Resection Margins Using High-resolution 18F-FDG-PET/CT in Pancreatic Adenocarcinoma,INTERVENTIONAL,NA,TERMINATED,"University Hospital, Ghent",therapeutic,Interventional study
NCT05025371,The Role of Systemic Immuno-inflammatory Factors in Resectable Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,COMPLETED,Iuliu Hatieganu University of Medicine and Pharmacy,biomarker,Biomarker or molecular study
NCT05026905,A Phase II Randomized Study of Gemcitabine and Nab-paclitaxel in Combination With S- 1/LV (GASL) or Oxaliplatin (GAP) as First-line Treatment for Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,"National Health Research Institutes, Taiwan",therapeutic,Interventional study
NCT05034627,Calaspargase Pegol-Mnkl and Cobimetinib for the Treatment of Locally Advanced or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,OHSU Knight Cancer Institute,therapeutic,Interventional study
NCT05048524,Peri-operative SLOG for Localized Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,"National Health Research Institutes, Taiwan",therapeutic,Interventional study
NCT05055323,"A Study to Determine if the Drug, Pyrvinium Pamoate, is Safe and Tolerable in Patients With Pancreatic Cancer",INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,Thomas Jefferson University,therapeutic,Interventional study
NCT05077800,FOLFIRINOX + Elraglusib + Losartan In Pancreatic Cancer,INTERVENTIONAL,PHASE2,ACTIVE_NOT_RECRUITING,"Colin D. Weekes, M.D., PhD",therapeutic,Interventional study
NCT05086250,Feasibility Study of Oral Ketamine Versus Placebo for the Treatment of Anxiety in Patients With Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,Cedars-Sinai Medical Center,therapeutic,Interventional study
NCT05093231,Pembrolizumab With Olaparib as Combined Therapy in Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Cambridge University Hospitals NHS Foundation Trust,therapeutic,Interventional study
NCT05098197,A Study of GC101 TIL in Advanced Hepatobiliary-Pancreatic Cancers (10hospital),INTERVENTIONAL,EARLY_PHASE1,RECRUITING,Shanghai Juncell Therapeutics,therapeutic,Interventional study
NCT05100329,A Study of Mitoxantrone Hydrochloride Liposome Injection in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",therapeutic,Interventional study
NCT05102721,Trial of Immunotherapy With Avelumab and Pepinemab As Second Line For Patients With Metastatic Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,Vaccinex Inc.,therapeutic,Interventional study
NCT05114213,MR-Guided Adaptive SBRT of Primary Tumor for Pain Control in Metastatic PDAC,INTERVENTIONAL,PHASE2,TERMINATED,Ludwig-Maximilians - University of Munich,therapeutic,Interventional study
NCT05132244,Monitoring and Managing Glucose Levels in People With Pancreatic Cancer,INTERVENTIONAL,NA,RECRUITING,British Columbia Cancer Agency,therapeutic,Interventional study
NCT05132504,Neoadjuvant Folfirinox Combined With Pembrolizumab Followed by Surgery for Patients With Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,Baylor College of Medicine,therapeutic,Interventional study
NCT05138159,A Study of Donafenib Plus S-1 in Treating Patients With Metastatic Pancreatic Cancer After Chemotherapy With Nab-paclitaxel Plus Gemcitabine Regimen,INTERVENTIONAL,PHASE2,UNKNOWN,Fudan University,therapeutic,Interventional study
NCT05138302,A Clinical Study of BRCA and DNA Damage Repair Genes in Blood Samples of Chinese Pancreatic Cancer Patients,OBSERVATIONAL,Unknown,UNKNOWN,RenJi Hospital,other,Does not match therapeutic or biomarker criteria
NCT05147168,Quality of Life of Pancreatic Cancer Patients:Psychometric Validation of Chinese Version in Taiwan,OBSERVATIONAL,Unknown,UNKNOWN,"Taipei Veterans General Hospital, Taiwan",other,Does not match therapeutic or biomarker criteria
NCT05168254,Clinical and Multiomics Study of First-line Chemotherapy for Advanced Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Ruijin Hospital,biomarker,Biomarker or molecular study
NCT05181488,Intraoperative Radiation Therapy for Resectable Pancreatic Cancer,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,Yona Cho,therapeutic,Interventional study
NCT05187416,Correlation Between Elastic Modulus of Ultrasonic Shear Wave and Tumor Stromal Component in Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Xijing Hospital,other,Does not match therapeutic or biomarker criteria
NCT05188573,EpiDetect Study: Clinical Validation of a Pancreatic Cancer Detection Test in New-Onset Diabetes Patients,INTERVENTIONAL,NA,UNKNOWN,ClearNote Health,therapeutic,Interventional study
NCT05188586,New Onset Diabetes Management for Earlier Detection of Pancreatic Cancer (NODMED),INTERVENTIONAL,NA,TERMINATED,ClearNote Health,therapeutic,Interventional study
NCT05191498,Intratumoral Holmium Microspheres Brachytherapy for Patients With Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,Radboud University Medical Center,therapeutic,Interventional study
NCT05218889,Surufatinib Plus Camrelizumab and AS in First Line Treatment of Advanced Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,RECRUITING,Chinese PLA General Hospital,therapeutic,Interventional study
NCT05222204,DDP ip Combined With AG in PDAC With Peritoneal Metastasis,INTERVENTIONAL,PHASE2,COMPLETED,Fudan University,therapeutic,Interventional study
NCT05239182,9-ING-41 Plus Retifanlimab and Gemcitabine/Nab-Paclitaxel in Patients With Advanced Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,TERMINATED,Anwaar Saeed,therapeutic,Interventional study
NCT05244174,Impact of Pancreatic Endoscopic Drainage on Exocrine Pancreatic Function in Unresectable Pancreatic Cancer,INTERVENTIONAL,NA,UNKNOWN,Hospital Clinico Universitario de Santiago,therapeutic,Interventional study
NCT05247164,EUS-guided PORtal Vein Sampling for Circulating Tumor Cells in Pancreatic Cancer Patients,INTERVENTIONAL,NA,ACTIVE_NOT_RECRUITING,IRCCS San Raffaele,therapeutic,Interventional study
NCT05248750,"Genetic, Microenvironmental, and Immunological Factors in Unresectable Pancreatic Ductal Adenocarcinoma",OBSERVATIONAL,Unknown,RECRUITING,Catholic University of the Sacred Heart,biomarker,Biomarker or molecular study
NCT05254171,Study of Nab-Paclitaxel and Gemcitabine With or Without SBP-101 in Pancreatic Cancer,INTERVENTIONAL,PHASE2,RECRUITING,"Panbela Therapeutics, Inc.",therapeutic,Interventional study
NCT05257434,Postoperative Outcomes in Patients With Hepato-biliary-pancreatic Cancer According to inBody Test,OBSERVATIONAL,Unknown,RECRUITING,Kochi University,other,Does not match therapeutic or biomarker criteria
NCT05275062,Clinical Trial to Evaluate the Safety and Efficacy of IM92 CAR-T Cells Therapy in Patients With Advanced Gastric or Pancreatic Adenocarcinoma,INTERVENTIONAL,EARLY_PHASE1,UNKNOWN,"Beijing Immunochina Medical Science & Technology Co., Ltd.",therapeutic,Interventional study
NCT05277987,An Evaluation Trial About Anti-claudin18.2 the Specificity of Chimeric Antigen Receptor T Cells in the Advanced Gastric / Esophagogastric Junction Adenocarcinoma and Pancreatic Cancer Subjects,INTERVENTIONAL,EARLY_PHASE1,UNKNOWN,Shenzhen Fifth People's Hospital,therapeutic,Interventional study
NCT05303090,Oncolytic Virotherapy Plus PD-1 Inhibitor and Lenvatinib for Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Fudan University,therapeutic,Interventional study
NCT05327582,"An Open-label, Phase I/II Study of PLENA Regimen in Patients With Unresectable Pancreatic Cancer or BTC",INTERVENTIONAL,PHASE1,UNKNOWN,Chinese PLA General Hospital,therapeutic,Interventional study
NCT05329597,Study on Umorestat Hydrogen Sulfate Capsule in Patients With Locally Advanced/Metastatic Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,other,Does not match therapeutic or biomarker criteria
NCT05346146,"A Prospective, Single-arm, Exploratory Clinical Study of Sintilimab Injection in Combination With Paclitaxel (Albumin-bound) and Gemcitabine in Translational Therapy in Patients With Unresectable Locally Advanced Pancreatic Cancer.",INTERVENTIONAL,PHASE2,UNKNOWN,RenJi Hospital,therapeutic,Interventional study
NCT05351983,Patient-derived Organoids Drug Screen in Pancreatic Cancer,INTERVENTIONAL,NA,COMPLETED,"Prof. Dr. med. Dres. h.c. Jan Schmidt, MME",therapeutic,Interventional study
NCT05355298,ACCENT: AMP945 in Combination with Nab-paclitaxel and Gemcitabine for Treatment of Pancreatic Cancer,INTERVENTIONAL,PHASE1,ACTIVE_NOT_RECRUITING,Amplia Therapeutics Limited,therapeutic,Interventional study
NCT05356117,Resistance Exercise Combined With Protein Supplementation in People With Pancreatic Cancer: The RE-BUILD Trial,INTERVENTIONAL,NA,RECRUITING,Dana-Farber Cancer Institute,therapeutic,Interventional study
NCT05365893,PHL Treatment in Pancreatic Cancer,INTERVENTIONAL,EARLY_PHASE1,RECRUITING,Fox Chase Cancer Center,therapeutic,Interventional study
NCT05380414,Profiling Program of Advanced/Metastatic Pancreatic Cancer Patients,INTERVENTIONAL,NA,RECRUITING,Centre Leon Berard,therapeutic,Interventional study
NCT05380557,ARTEMIS: Study of Patients With Early Stage Pancreatic Cancer Who Have Undergone Genetic Testing,OBSERVATIONAL,Unknown,TERMINATED,Invitae Corporation,biomarker,Biomarker or molecular study
NCT05400408,Chemical Profiling of Colorectal and Pancreatic Cancers Using Breath Analysis - Feasibility Study,INTERVENTIONAL,NA,NOT_YET_RECRUITING,Scentech Medical Technologies Ltd,therapeutic,Interventional study
NCT05400681,Liquid Biopsy for ctDNA in Peritoneal Lavage and Blood in Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,Sonke Detlefsen,biomarker,Biomarker or molecular study
NCT05435053,Irreversible Electroporation + Nivolumab for Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,Ismail Gögenur,therapeutic,Interventional study
NCT05441189,Precise Gene Signature for Predicting Outcomes in PDAC,OBSERVATIONAL,Unknown,COMPLETED,The Fourth Affiliated Hospital of Anhui Medical University,biomarker,Biomarker or molecular study
NCT05470166,Lidocaine Infusion With ERAS Protocol for Pancreatic Cancer Surgery: Effect on Pain and Patient Immunity.,INTERVENTIONAL,NA,COMPLETED,Alexandria University,therapeutic,Interventional study
